Age (Days),Case Number,Closed Date,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Problem Category,Public Description,SAP URL,Status,Subject,block_group,count,geoid,tract,lighting_count,Id,Id2,Estimate; Median age -- - Total:,Estimate; Median age -- - Male,Estimate; Median age -- - Female,Estimate; Total,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,"Estimate; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more",Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Estimate; Total: - With public assistance income,Estimate; Total: - No public assistance income,Estimate; Per capita income in the past 12 months (in 2014 Inflation-adjusted dollars),Estimate; Total: - Owner occupied,Estimate; Total: - Renter occupied,Estimate; With cash rent: - Less than $100,Estimate; With cash rent: - $100 to $149,Estimate; With cash rent: - $150 to $199,Estimate; With cash rent: - $200 to $249,Estimate; With cash rent: - $250 to $299,Estimate; With cash rent: - $300 to $349,Estimate; With cash rent: - $350 to $399,Estimate; With cash rent: - $400 to $449,Estimate; With cash rent: - $450 to $499,Estimate; With cash rent: - $500 to $549,Estimate; With cash rent: - $550 to $599,Estimate; With cash rent: - $600 to $649,Estimate; With cash rent: - $650 to $699,Estimate; With cash rent: - $700 to $749,Estimate; With cash rent: - $750 to $799,Estimate; With cash rent: - $800 to $899,Estimate; With cash rent: - $900 to $999,"Estimate; With cash rent: - $1,000 to $1,249","Estimate; With cash rent: - $1,250 to $1,499","Estimate; With cash rent: - $1,500 to $1,999","Estimate; With cash rent: - $2,000 or more",Estimate; No cash rent,Estimate; Median value (dollars)
8,92921,7/20/16,32.931436,-117.151853,7/12/16,Street Light,"Street light out in front of 11669 Thomas Hayes Lane in San Diego, CA 92126.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BFy2AAG,Closed,"Light Out at 11669 Thomas Hayes Lane, San Diego, CA, United States",2.0,1,60730083462.0,8346.0,1,1500000US060730083462,60730083462.0,41.2,36.3,44.8,2012.0,1854.0,546.0,56.0,0.0,1127.0,0.0,0.0,125.0,0.0,125.0,158.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,48.0,87.0,100.0,56.0,138.0,69.0,123750,0.0,526.0,37516,469.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,582200
17,92928,7/29/16,32.708889,-117.050003,7/12/16,Street Light,"This is on Madrone, near Rexview Drive intersection. Also, tree needs to be trimmed",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BGI2AAO,Closed,"Street Light Light Out at 6860 Madrone Avenue San Diego, CA 92114",2.0,1,60730031032.0,3103.0,1,1500000US060730031032,60730031032.0,37.3,31.5,40.2,2125.0,1523.0,151.0,788.0,0.0,564.0,0.0,0.0,20.0,0.0,20.0,602.0,37.0,50.0,38.0,51.0,0.0,14.0,65.0,0.0,0.0,90.0,54.0,50.0,64.0,13.0,20.0,0.0,51607,44.0,502.0,16224,379.0,167.0,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,28.0,40.0,10.0,14.0,0.0,27.0,287500
17,92975,7/30/16,32.7495204,-117.1190162,7/12/16,Street Light,street light is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BIHBAA4,Closed,"Street Light Light Out at 3463 University Avenue, San Diego, CA, United States",3.0,1,60730024013.0,2401.0,1,1500000US060730024013,60730024013.0,33.5,32.8,33.6,1454.0,1014.0,448.0,328.0,27.0,126.0,0.0,0.0,85.0,0.0,85.0,440.0,0.0,108.0,80.0,73.0,27.0,39.0,17.0,36.0,22.0,92.0,89.0,46.0,31.0,0.0,13.0,0.0,36397,15.0,658.0,21828,113.0,560.0,0.0,0.0,0.0,24.0,0.0,9.0,0.0,4.0,0.0,0.0,7.0,18.0,0.0,51.0,35.0,80.0,109.0,93.0,95.0,19.0,0.0,16.0,301300
49,92976,,32.7499778,-117.1187752,7/12/16,Street Light,Street light is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BIHpAAO,Assigned,"Street Light Light Out at 3468 University Avenue, San Diego, CA, United States",1.0,1,60730016001.0,1600.0,1,1500000US060730016001,60730016001.0,29.1,32.5,22.7,2110.0,869.0,483.0,236.0,0.0,136.0,0.0,0.0,14.0,0.0,14.0,1241.0,57.0,47.0,49.0,97.0,79.0,0.0,0.0,7.0,91.0,55.0,66.0,22.0,24.0,0.0,28.0,0.0,27460,0.0,622.0,14451,157.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,24.0,0.0,58.0,35.0,21.0,136.0,169.0,6.0,0.0,0.0,192500
49,92979,,32.81023457,-117.2558653,7/12/16,Street Light,Light missing on SW corner of Cass and Agate St.And light out on the light on Cass and Alley ( between Agate & Turquoise,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BIJ7AAO,Assigned,"Street Light Light Out at 985 Agate St, San Diego, CA 92109, USA",4.0,1,60730080064.0,8006.0,1,1500000US060730080064,60730080064.0,30.5,30.7,29.8,1039.0,949.0,902.0,36.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,90.0,35.0,0.0,0.0,0.0,17.0,39.0,12.0,29.0,9.0,15.0,30.0,18.0,40.0,12.0,27.0,107.0,77250,0.0,390.0,53204,135.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,49.0,58.0,122.0,0.0,570700
101,80824,,32.76058995,-117.0621849,5/21/16,Street Light,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rMDzAAM,Acknowledged,"Light Out at 4601 63RD ST, 92115",2.0,1,60730029022.0,2902.0,1,1500000US060730029022,60730029022.0,28.8,30.3,28.5,3643.0,1862.0,1022.0,361.0,16.0,369.0,0.0,0.0,94.0,0.0,94.0,1781.0,102.0,69.0,114.0,96.0,35.0,100.0,69.0,96.0,12.0,81.0,70.0,250.0,80.0,65.0,51.0,0.0,41744,36.0,1254.0,20901,391.0,899.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,32.0,0.0,11.0,106.0,39.0,136.0,252.0,91.0,95.0,47.0,23.0,399100
49,93002,,32.817691,-117.077374,7/12/16,Street Light,"Street light is out at the corner of Colina Dorada Dr. and Invierno Dr. It is next to house: 11756 Invierno Dr. https://www.google.com/maps/@32.817524,-117.0774805,3a,75y,13.6h,70.95t/data=!3m6!1e1!3m4!1s4xaCEmDxlOJxbXMiOOEFrw!2e0!7i13312!8i6656!6m1!1e1?hl=en-US",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BId7AAG,Assigned,"Street Light Light Out at 11756 Invierno Drive, San Diego, CA, United States",2.0,1,60730095072.0,9507.0,1,1500000US060730095072,60730095072.0,29.1,27.7,30.0,441.0,411.0,360.0,0.0,13.0,25.0,0.0,0.0,13.0,0.0,13.0,30.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,0.0,8.0,96.0,0.0,0.0,0.0,12.0,86250,0.0,172.0,42282,34.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,77.0,0.0,8.0,671900
29,93031,8/11/16,32.9478144,-117.0797506,7/12/16,Street Light,Light on SPRINGSIDE rd corner with springhurst rd  has been broken for days,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BIjUAAW,Closed,"Street Light Light Out at Springside Rd, San Diego, CA, United States",3.0,1,60730170393.0,17039.0,1,1500000US060730170393,60730170393.0,32.9,39.1,29.3,3115.0,2468.0,1463.0,0.0,0.0,789.0,0.0,0.0,216.0,0.0,216.0,647.0,13.0,0.0,0.0,22.0,0.0,21.0,0.0,51.0,0.0,87.0,52.0,174.0,115.0,126.0,201.0,156.0,120526,10.0,1008.0,42202,769.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,0.0,42.0,146.0,0.0,595200
48,93094,,32.773563,-117.108118,7/13/16,Street Light,All the street lights on Canterbury north have been out for over a week.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BL7yAAG,Assigned,"Street Light Light Out at 5302 Canterbury Drive, San Diego, CA, United States",2.0,1,60730020012.0,2001.0,1,1500000US060730020012,60730020012.0,45.6,47.6,43.9,1335.0,1307.0,1219.0,39.0,0.0,24.0,0.0,0.0,25.0,13.0,12.0,28.0,0.0,0.0,17.0,9.0,17.0,20.0,18.0,11.0,37.0,9.0,16.0,91.0,95.0,73.0,115.0,140.0,123500,7.0,661.0,70926,466.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,11.0,0.0,39.0,9.0,105.0,11.0,700400
28,93109,8/10/16,32.8524787,-117.2548704,7/13/16,Street Light,ALL FIVE LIGHTS ON THE BLOCK ARE BURNING DURING THE DAY,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BM59AAG,Closed,"Day Burner at 7900 PASEO DEL OCASO, 92037",4.0,1,60730083124.0,8312.0,1,1500000US060730083124,60730083124.0,48.5,44.4,53.1,1169.0,1139.0,1026.0,0.0,0.0,74.0,0.0,0.0,39.0,0.0,39.0,30.0,18.0,0.0,18.0,7.0,40.0,28.0,11.0,0.0,7.0,19.0,27.0,14.0,45.0,36.0,58.0,200.0,133636,16.0,512.0,84643,316.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,32.0,0.0,39.0,42.0,91.0,0.0,"1,000,000+"
28,93137,8/11/16,32.916354,-117.163922,7/13/16,Street Light,"Street light out in front of 7290 Canyon Breeze Road in San Diego, CA 92126.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BNPUAA4,Closed,"Street Light Light Out at 7290 Canyon Breeze Road, San Diego, CA, United States",1.0,1,60730083481.0,8348.0,1,1500000US060730083481,60730083481.0,42.5,37.9,48.2,2232.0,2003.0,936.0,3.0,0.0,1047.0,0.0,0.0,17.0,0.0,17.0,229.0,0.0,0.0,13.0,9.0,0.0,9.0,22.0,33.0,39.0,75.0,36.0,59.0,54.0,141.0,65.0,71.0,111250,0.0,626.0,41954,460.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,45.0,97.0,0.0,448600
48,93138,,32.8036329,-117.1376062,7/13/16,Street Light,"Street light out across the street from 8835 Laddie Lane in San Diego, CA 92123.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BNRkAAO,Assigned,"Street Light Light Out at 8835 Laddie Ln, San Diego, CA, United States",1.0,1,60730093011.0,9301.0,1,1500000US060730093011,60730093011.0,43.2,31.4,50.0,894.0,634.0,436.0,36.0,0.0,132.0,7.0,0.0,23.0,0.0,23.0,260.0,7.0,0.0,14.0,0.0,14.0,12.0,6.0,37.0,21.0,15.0,41.0,40.0,19.0,48.0,9.0,23.0,71979,35.0,271.0,40724,232.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,40.0,27.0,0.0,399000
16,93229,7/30/16,32.71368026,-117.1494847,7/13/16,Street Light,STREET LIGHTS OUT ON N/E/C,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BObqAAG,Closed,"Light Out at 16TH ST & F ST,, 92101",1.0,1,60730052001.0,5200.0,1,1500000US060730052001,60730052001.0,33.0,33.8,32.1,2700.0,2153.0,1358.0,326.0,0.0,349.0,16.0,12.0,92.0,0.0,92.0,547.0,257.0,51.0,61.0,91.0,47.0,115.0,0.0,92.0,57.0,159.0,91.0,71.0,177.0,28.0,98.0,70.0,45811,19.0,1446.0,38637,170.0,1295.0,0.0,0.0,13.0,44.0,0.0,14.0,0.0,0.0,12.0,15.0,30.0,48.0,0.0,17.0,0.0,9.0,153.0,193.0,315.0,349.0,69.0,14.0,325000
48,93245,,32.7382994,-117.2233054,7/13/16,Street Light,All street  lights  are out in our neighborhood,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BOfnAAG,Assigned,"Street Light Light Out at 2301 Plum Street, San Diego, CA, United States",3.0,1,60730069003.0,6900.0,1,1500000US060730069003,60730069003.0,55.9,58.2,51.4,1146.0,976.0,928.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,34.0,170.0,45.0,0.0,28.0,9.0,49.0,12.0,0.0,13.0,18.0,7.0,36.0,66.0,17.0,45.0,95.0,108.0,93750,23.0,525.0,58466,485.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,15.0,891100
16,93246,7/30/16,32.71044981,-117.1503686,7/13/16,Street Light,3 ST LIGHTS OUT ON S/W/C,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BOfsAAG,Closed,"Light Out at 15TH ST & ISLAND AV,, 92101",1.0,1,60730051001.0,5100.0,1,1500000US060730051001,60730051001.0,31.8,35.5,31.2,1642.0,662.0,462.0,167.0,0.0,13.0,0.0,0.0,20.0,0.0,20.0,980.0,71.0,264.0,40.0,129.0,55.0,27.0,0.0,17.0,0.0,37.0,0.0,10.0,36.0,13.0,0.0,0.0,16394,81.0,618.0,12626,40.0,659.0,0.0,17.0,0.0,0.0,0.0,13.0,0.0,17.0,0.0,0.0,211.0,155.0,83.0,14.0,13.0,48.0,0.0,38.0,50.0,0.0,0.0,0.0,225000
16,93249,7/30/16,32.70942192,-117.1503613,7/13/16,Street Light,4 ST LIGHTS OUT @ S/W/C,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BOgMAAW,Closed,"Light Out at 15TH ST & J ST,, 92101",1.0,1,60730051001.0,5100.0,1,1500000US060730051001,60730051001.0,31.8,35.5,31.2,1642.0,662.0,462.0,167.0,0.0,13.0,0.0,0.0,20.0,0.0,20.0,980.0,71.0,264.0,40.0,129.0,55.0,27.0,0.0,17.0,0.0,37.0,0.0,10.0,36.0,13.0,0.0,0.0,16394,81.0,618.0,12626,40.0,659.0,0.0,17.0,0.0,0.0,0.0,13.0,0.0,17.0,0.0,0.0,211.0,155.0,83.0,14.0,13.0,48.0,0.0,38.0,50.0,0.0,0.0,0.0,225000
32,96478,,32.80185482,-117.1289519,7/29/16,Street Light,ST LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000001ubeTAAQ,Assigned,"Light Out at GRAMERCY DR & RUFFIN RD,, 92123",4.0,1,60730093014.0,9301.0,1,1500000US060730093014,60730093014.0,33.4,28.5,35.8,1058.0,813.0,363.0,79.0,0.0,295.0,0.0,0.0,76.0,0.0,76.0,245.0,31.0,0.0,0.0,0.0,7.0,28.0,19.0,49.0,38.0,9.0,155.0,86.0,0.0,14.0,0.0,27.0,64123,7.0,456.0,37917,180.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,38.0,50.0,0.0,24.0,295200
54,80847,7/15/16,32.7419542,-117.1832326,5/21/16,Street Light,The light is not exactly at the corner... it is in about 20-30 feet.Homeless camping at base of light have tossed rocks up and completely broken the fixture.It is one of the new historic fixtures recently installed.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rMIpAAM,Closed,Street Light Light Out at Corner of Washington and Hancock Street,3.0,1,60730065003.0,6500.0,1,1500000US060730065003,60730065003.0,45.4,45.7,35.5,776.0,592.0,457.0,42.0,15.0,52.0,0.0,0.0,26.0,0.0,26.0,184.0,38.0,11.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0,52.0,30.0,65.0,11.0,24.0,0.0,74500,4.0,260.0,29218,91.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,7.0,71.0,42.0,0.0,441300
48,93251,,32.7373756,-117.2247967,7/13/16,Street Light,"Six street lights are out on Voltaire Street, between cross streets Clove and Willow",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BOgbAAG,Assigned,"Street Light Light Out at 3414 Voltaire Street, San Diego, CA, United States",2.0,1,60730069002.0,6900.0,1,1500000US060730069002,60730069002.0,48.7,46.9,48.7,841.0,749.0,695.0,1.0,0.0,16.0,0.0,0.0,37.0,0.0,37.0,92.0,0.0,16.0,18.0,44.0,0.0,15.0,0.0,0.0,0.0,30.0,28.0,59.0,63.0,0.0,26.0,87.0,85000,0.0,386.0,62798,244.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,0.0,53.0,32.0,27.0,0.0,0.0,709600
48,93252,,32.74967857,-117.1191171,7/13/16,Street Light,"This is a candlestick type light on the south side of university Ave. next to the bus stop, just east of the corner near Swift Ave.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BOgqAAG,Assigned,"Street Light Light Out at 3451 University Ave, San Diego, CA 92104, USA",3.0,1,60730024013.0,2401.0,1,1500000US060730024013,60730024013.0,33.5,32.8,33.6,1454.0,1014.0,448.0,328.0,27.0,126.0,0.0,0.0,85.0,0.0,85.0,440.0,0.0,108.0,80.0,73.0,27.0,39.0,17.0,36.0,22.0,92.0,89.0,46.0,31.0,0.0,13.0,0.0,36397,15.0,658.0,21828,113.0,560.0,0.0,0.0,0.0,24.0,0.0,9.0,0.0,4.0,0.0,0.0,7.0,18.0,0.0,51.0,35.0,80.0,109.0,93.0,95.0,19.0,0.0,16.0,301300
47,93316,,32.7382251,-117.2236223,7/14/16,Street Light,WHOLE BLOCK STREET LIGHTS OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BQohAAG,Assigned,Light Out at 3419 XENOPHON ST-S/L OUT,2.0,1,60730069002.0,6900.0,1,1500000US060730069002,60730069002.0,48.7,46.9,48.7,841.0,749.0,695.0,1.0,0.0,16.0,0.0,0.0,37.0,0.0,37.0,92.0,0.0,16.0,18.0,44.0,0.0,15.0,0.0,0.0,0.0,30.0,28.0,59.0,63.0,0.0,26.0,87.0,85000,0.0,386.0,62798,244.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,0.0,53.0,32.0,27.0,0.0,0.0,709600
16,93317,7/30/16,32.70310079,-117.1427387,7/14/16,Street Light,Street light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BQrlAAG,Closed,"Light Out at JULIAN AV & CESAR E CHAVEZ PKY,, 92113",3.0,1,60730049003.0,4900.0,1,1500000US060730049003,60730049003.0,26.2,25.9,26.9,2298.0,241.0,112.0,118.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2057.0,81.0,85.0,32.0,69.0,49.0,30.0,7.0,31.0,5.0,57.0,14.0,54.0,31.0,9.0,8.0,0.0,25875,26.0,536.0,10957,95.0,467.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,42.0,45.0,100.0,17.0,74.0,52.0,65.0,0.0,14.0,266200
47,93342,,32.80316044,-117.1188081,7/14/16,Street Light,There are 2 lights that are not working on W Canyon Terrace that have allowed for multiple vehicles break ins in the past 3 months.  I am concerned for the safety of my family as they walk to their vehicles in the evening.The cross streets are W Canyon Ave and W Canyon Terrace.  @ lights are out on W Canyon Terrace,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BROkAAO,Assigned,"Street Light Light Out at 9607 W Canyon Terrace, San Diego, CA 92123, USA",1.0,1,60730093061.0,9306.0,1,1500000US060730093061,60730093061.0,30.4,30.2,31.5,2449.0,2050.0,1178.0,166.0,0.0,420.0,39.0,84.0,163.0,0.0,163.0,399.0,13.0,82.0,62.0,0.0,73.0,43.0,25.0,54.0,59.0,185.0,53.0,121.0,74.0,110.0,78.0,37.0,58878,0.0,1069.0,36884,589.0,480.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,41.0,166.0,194.0,36.0,418400
47,93351,,32.73703588,-117.2231604,7/14/16,Street Light,"ALL LIGHTS IN NEIGHBORHOOD ARE OUT. WILLOW ST, PLUM, VOLTAIRE ST",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BRUsAAO,Assigned,"Light Out at 3300 WHITTIER ST, 92106",2.0,1,60730069002.0,6900.0,1,1500000US060730069002,60730069002.0,48.7,46.9,48.7,841.0,749.0,695.0,1.0,0.0,16.0,0.0,0.0,37.0,0.0,37.0,92.0,0.0,16.0,18.0,44.0,0.0,15.0,0.0,0.0,0.0,30.0,28.0,59.0,63.0,0.0,26.0,87.0,85000,0.0,386.0,62798,244.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,0.0,53.0,32.0,27.0,0.0,0.0,709600
47,93364,,32.554864,-117.046979,7/14/16,Street Light,"Street light out behind 159 W Hall Avenue in San Ysidro, CA 92173. Light is located on Sellsway Avenue w/o Cypress Drive 600'.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BRtJAAW,Assigned,"Street Light Light Out at 159 W Hall Ave, San Diego, CA, United States",1.0,1,60730100131.0,10013.0,1,1500000US060730100131,60730100131.0,32.3,24.9,34.9,2723.0,152.0,104.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2571.0,65.0,58.0,57.0,89.0,34.0,77.0,61.0,8.0,39.0,92.0,40.0,42.0,8.0,0.0,6.0,0.0,31268,34.0,642.0,10463,77.0,599.0,0.0,0.0,10.0,8.0,0.0,16.0,31.0,0.0,13.0,0.0,19.0,8.0,20.0,104.0,61.0,93.0,26.0,131.0,51.0,0.0,0.0,8.0,255200
47,93366,,32.7215104,-117.2565953,7/14/16,Street Light,The light is out at the corner of Carmelo St and Sunset Cliffs Blvd. It was just repaired a few months ago and is now out again. This is a very dangerous and busy street. Please repair this asap.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BRzCAAW,Assigned,"Street Light Light Out at 4540 Carmelo St, San Diego, CA, United States",2.0,1,60730072002.0,7200.0,1,1500000US060730072002,60730072002.0,40.4,25.3,47.1,3142.0,2964.0,2762.0,33.0,0.0,96.0,0.0,42.0,31.0,0.0,31.0,178.0,60.0,20.0,8.0,28.0,0.0,36.0,19.0,11.0,9.0,66.0,88.0,137.0,54.0,56.0,99.0,286.0,106806,0.0,977.0,57338,834.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,104.0,9.0,"1,000,000+"
12,93387,7/27/16,32.801586,-117.014675,7/14/16,Street Light,"Residents on Bashan Lake Avenue in San Carlos were promised a new street light two years ago. It's not there yet. There are only two lights on the street and they are dim. I would like an update on construction of the new street light, and replacement of the low bulbs with brighter ones. Thank You. My name is Manoj Mahajan 619.248.2913 and I live at 8452 Bashan Lake Ave.""Make sure you hit send so the information is sent to the Street Division.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BSivAAG,Closed,Street Light Light Out at 8452 Bashan Lake - install street light,5.0,1,60730098025.0,9802.0,1,1500000US060730098025,60730098025.0,31.4,29.1,43.1,605.0,520.0,303.0,17.0,0.0,97.0,0.0,9.0,94.0,0.0,94.0,85.0,0.0,0.0,12.0,0.0,14.0,0.0,0.0,12.0,14.0,30.0,36.0,69.0,0.0,0.0,11.0,0.0,61181,0.0,198.0,23179,107.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,62.0,12.0,0.0,427700
26,93420,8/10/16,32.7368449,-117.1489616,7/14/16,Street Light,"The first two street lights on Zoo Drive west of Park Blvd (on the south side of Roosevelt Middle School) are inoperable.  They went out at different times, not together.",https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BTkdAAG,Closed,"Street Light Light Out at Zoo Drive, San Diego, CA, United States",2.0,1,60730056002.0,5600.0,1,1500000US060730056002,60730056002.0,34.8,39.8,33.5,2107.0,1743.0,1435.0,154.0,0.0,115.0,0.0,39.0,0.0,0.0,0.0,364.0,70.0,76.0,62.0,126.0,105.0,27.0,12.0,19.0,25.0,110.0,97.0,224.0,125.0,15.0,141.0,161.0,70925,11.0,1384.0,64058,414.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12.0,89.0,60.0,127.0,164.0,369.0,131.0,0.0,408000
100,81041,,32.9486535,-117.2222557,5/22/16,Street Light,Street light is out in front of 12746 Futura St. May also be others out.  Street is very dark.,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002rMlDAAU,Assigned,"Street Light Light Out at 12746 Futura St, San Diego, CA, United States",1.0,1,60730083301.0,8330.0,1,1500000US060730083301,60730083301.0,45.9,48.6,43.3,2516.0,2390.0,1622.0,197.0,0.0,519.0,0.0,0.0,52.0,0.0,52.0,126.0,13.0,0.0,0.0,22.0,0.0,26.0,36.0,9.0,8.0,16.0,10.0,86.0,181.0,27.0,99.0,292.0,128750,0.0,825.0,60447,750.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,22.0,860300
41,93431,8/25/16,32.75912154,-117.13885,7/14/16,Street Light,LIGHT OUT,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BTxmAAG,Closed,"Light Out at 4445 TEXAS ST, 92116",2.0,1,60730010002.0,1000.0,1,1500000US060730010002,60730010002.0,32.0,31.9,34.6,1375.0,979.0,873.0,37.0,0.0,37.0,0.0,0.0,32.0,0.0,32.0,396.0,13.0,0.0,0.0,14.0,12.0,0.0,25.0,23.0,72.0,124.0,123.0,214.0,43.0,0.0,0.0,57.0,72500,12.0,708.0,42288,258.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,15.0,12.0,120.0,196.0,45.0,44.0,0.0,14.0,418900
